start_date,end_date,taxon_name,taxon_concept_id,rank,iso_code2,unit,term,source,purpose,Applies_to_import,notes,internal notes
31/05/1999,,ALL,ALL,ALL,IN,ALL,ALL,A; C; D; F; I; O; R; U; X,Z; G; Q; S; H; P; M; E; N; B; L,,"Exports of wild-taken specimens for commercial purposes, with the exception of cultivated varieties of plant species included in Appendices I and II.",Country-level suspension for T & W
30/07/2004,,ALL,ALL,ALL,SO,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,All commercial trade in specimens of CITES-listed species.,Country-level suspension for T
30/07/2004,04/07/2019,ALL,ALL,ALL,MR,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,All commercial trade in specimens of CITES-listed species.,Country-level suspension for T
19/09/2005,,ALL,ALL,ALL,AF,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,The export of CITES-listed species for commercial purposes.,Country-level suspension for T
16/01/2006,,Caiman crocodilus yacare,55214,SUBSPECIES,AR,ALL,ALL,R,ALL,,"The export of live specimens, as well as of parts and derivatives (except for specimens from ranching operations).",Species suspension
16/01/2006,,Caiman latirostris,5390,SPECIES,AR,ALL,ALL,R,ALL,,"The export of live specimens, as well as of parts and derivatives (except for specimens from ranching operations).",Species suspension
16/01/2006,,Pecari tajacu,8246,SPECIES,AR,ALL,TRO,ALL,ALL,,"The export of live specimens, as well as of parts and derivatives (except for trophies).",Species suspension
16/01/2006,,Puma concolor,6330,SPECIES,AR,ALL,TRO,ALL,ALL,,"The export of live specimens, as well as of parts and derivatives (except for trophies).",Species suspension
14/12/2006,09/05/2016,ALL,ALL,ALL,SO,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,All commercial trade in specimens of CITES-listed species.,Country-level suspension for T
19/01/2011,10/02/2014,ALL,ALL,ALL,PY,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"Commercial trade in Appendix II species, with the exception of stocks of legally acquired reptile skins collected in 2001, 2002 and 2003, and essential oil and timber of <i>Bulnesia sarmientoi</i>.",Country-level suspension for T
19/01/2011,,ALL,ALL,ALL,DJ,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,All commercial trade in specimens of CITES-listed species.,Country-level suspension for T
19/01/2011,10/02/2014,Bulnesia sarmientoi,23851,SPECIES,PY,ALL,OIL; TIM,ALL,ALL,,"Commercial trade in Appendix II species, with the exception of stocks of legally acquired reptile skins collected in 2001, 2002 and 2003, and essential oil and timber of <i>Bulnesia sarmientoi</i>.",Country-level suspension for T
19/01/2011,10/02/2014,Eira barbara,6048,SPECIES,PY,ALL,ALL,ALL,ALL,,"Commercial trade in Appendix II species, with the exception of stocks of legally acquired reptile skins collected in 2001, 2002 and 2003, and essential oil and timber of <i>Bulnesia sarmientoi</i>.",Country-level suspension for T AppII- only App III taxon exported during time period
02/02/2012 00:00,09/04/2015 00:00,Balaena mysticetus,7903,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Balaenoptera acutorostrata,8288,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Balaenoptera bonaerensis,6477,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Balaenoptera borealis,3975,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Balaenoptera edeni,6352,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Balaenoptera musculus,10905,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Balaenoptera omurai,4329,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Balaenoptera physalus,9445,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Berardius arnuxii,7840,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Berardius bairdii,9048,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Caperea marginata,8608,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Cephalorhynchus commersonii,7265,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Cephalorhynchus eutropia,10200,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Cephalorhynchus heavisidii,4438,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Cephalorhynchus hectori,5314,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Delphinapterus leucas,4206,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Delphinus capensis,5623,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Delphinus delphis,5924,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Eschrichtius robustus,5138,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Eubalaena australis,6659,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Eubalaena glacialis,11020,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Eubalaena japonica,4989,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Feresa attenuata,3327,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Globicephala macrorhynchus,8462,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Globicephala melas,7046,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Grampus griseus,9702,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Hyperoodon ampullatus,4979,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Hyperoodon planifrons,3957,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Indopacetus pacificus,9126,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Inia araguaiaensis,67923,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Inia geoffrensis,4021,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Kogia breviceps,6515,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Kogia sima,6532,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Lagenodelphis hosei,7197,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Lagenorhynchus acutus,9180,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Lagenorhynchus albirostris,3918,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Lagenorhynchus australis,6793,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Lagenorhynchus cruciger,7504,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Lagenorhynchus obliquidens,8540,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Lagenorhynchus obscurus,10842,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Lipotes vexillifer,4061,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Lissodelphis borealis,8788,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Lissodelphis peronii,10448,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Megaptera novaeangliae,3052,SPECIES,ALL,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Cetacea-level
02/02/2012 00:00,09/04/2015 00:00,Mesoplodon bidens,6238,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
02/02/2012 00:00,09/04/2015 00:00,Mesoplodon bowdoini,7528,SPECIES,ALL,ALL,ALL,ALL,ALL,,"No issuance of CITES import or export permits, or certificates for introduction from the sea for primarily commercial purposes for any specimen of a species or stock protected from commercial whaling by the IWC. See Schedule on http://cites.org/sites/default/files/common/notif/2012/E010A.pdf",Not a great whale so not covered by IWC suspension
