Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation
pusillus,SPECIES,,GENUS,780,A,"Fricke, 2004",,CITES_EU
agusii,SPECIES,,GENUS,12962,A,Cavestro (2017),,CITES_EU
anitanum,SPECIES,,GENUS,12962,A,Cavestro (2017),,CITES_EU
bungebelangi,SPECIES,,GENUS,12962,A,Metusala (2017),,CITES_EU
canhii,SPECIES,,GENUS,12962,A,Aver. & O.Gruss (2010),,CITES_EU
cornuatum,SPECIES,,GENUS,12962,A,"Z.J.Liu, O.Gruss & L.J.Chen (2011)",,CITES_EU
dodyanum,SPECIES,,GENUS,12962,A,Cavestro (2017),,CITES_EU
inamorii,SPECIES,,GENUS,12962,A,P.J.Cribb & A.L.Lamb (2011),,CITES_EU
lunatum,SPECIES,,GENUS,12962,A,Metusala (2017),,CITES_EU
myanmaricum,SPECIES,,GENUS,12962,A,"Koop., Iamwir. & S.Laohap. (2017)",,CITES_EU
nataschae,SPECIES,,GENUS,12962,A,Braem (2015),,CITES_EU
notatisepalum,SPECIES,,GENUS,12962,A,"Z.J.Liu, Meina Wang & S.R.Lan (2017)",,CITES_EU
papilio-laoticus,SPECIES,,GENUS,12962,A,"Schuit., Luang Aphay & Lio (2018)",,CITES_EU
parnatanum,SPECIES,,GENUS,12962,A,Cavestro (1999),,CITES_EU
platyphyllum,SPECIES,,GENUS,12962,A,T.Yukawa (2001),,CITES_EU
qingyongii,SPECIES,,GENUS,12962,A,Z.J.Liu & L.J.Chen (2010),,CITES_EU
robinsonianum,SPECIES,,GENUS,12962,A,Cavestro (2014 publ. 2013),,CITES_EU
rohmanii,SPECIES,,GENUS,12962,A,Cavestro & O. Gruss (2017),,CITES_EU
rungsuriyanum,SPECIES,,GENUS,12962,A,"O.Gruss, Rungruang, Chaisur. & Dionisio (2014)",,CITES_EU
sanjiangianum,SPECIES,,GENUS,12962,A,Petchl. & O.Gruss (2009),,CITES_EU
stenolomum,SPECIES,,GENUS,12962,A,"Z.J.Liu, O.Gruss & L.J.Chen (2011)",,CITES_EU
sugiyamanum,SPECIES,,GENUS,12962,A,Cavestro (2001),,CITES_EU
vejvarutianum,SPECIES,,GENUS,12962,A,O.Gruss & Roellke (2003),,CITES_EU
viniferum,SPECIES,,GENUS,12962,A,Koop. & N.Haseg. (2000),,CITES_EU
zulhermanianum,SPECIES,,GENUS,12962,A,Cavestro (2017),,CITES_EU
brasiliense,SPECIES,,GENUS,12877,A,Quene & O.Gruss (2003),,CITES_EU
christiansenianum,SPECIES,,GENUS,12877,A,O.Gruss & Roeth (2001),,CITES_EU
guianense,SPECIES,,GENUS,12877,A,Sambin & Braem (2014),,CITES_EU
humboldtii,SPECIES,,GENUS,12877,A,(Warsz.) J.T.Atwood & Dressler (1998 publ. 1999),,CITES_EU
pfitzerianum,SPECIES,,GENUS,12877,A,O.Gruss (2013),,CITES_EU
ramiroi,SPECIES,,GENUS,12877,A,Kolan. & Szlach. (2017),,CITES_EU
roethianum,SPECIES,,GENUS,12877,A,O.Gruss & Kalina (1998),,CITES_EU
aspersum,SPECIES,,GENUS,12962,A,Aver. (2002),,CITES_EU
cribbii,SPECIES,,GENUS,12962,A,Aver. (2006),,CITES_EU
crossianum,SPECIES,,GENUS,12962,A,(Rchb.f.) Stein (1892),,CITES_EU
dalatense,SPECIES,,GENUS,12962,A,Aver. (2002),,CITES_EU
dixlerianum,SPECIES,,GENUS,12962,A,Braem & Chiron (2001),,CITES_EU
expansum,SPECIES,,GENUS,12962,A,J.T.Atwood (1989),,CITES_EU
fanaticum,SPECIES,,GENUS,12962,A,Koop. & N.Haseg. (1992),,CITES_EU
frankeanum,SPECIES,,GENUS,12962,A,Rolfe (1908),,CITES_EU
glanzii,SPECIES,,GENUS,12962,A,O.Gruss & Perner (2006),,CITES_EU
herrmannii,SPECIES,,GENUS,12962,A,F.Fuchs & H.Reisinger (1995),,CITES_EU
huangrongshuanum,SPECIES,,GENUS,12962,A,Petchl. & O.Gruss (2009),,CITES_EU
leeanum,SPECIES,,GENUS,12962,A,O.Gruss (2015),,CITES_EU
littleanum,SPECIES,,GENUS,12962,A,(auct.) Rolfe (1896),,CITES_EU
lushuiense,SPECIES,,GENUS,12962,A,Z.J.Liu & S.C.Chen (2009),,CITES_EU
mattesii,SPECIES,,GENUS,12962,A,Pittenauer ex Roeth & O.Gruss (1996),,CITES_EU
nitens,SPECIES,,GENUS,12962,A,(Rchb.f.) Stein (1892),,CITES_EU
petchleungianum,SPECIES,,GENUS,12962,A,O.Gruss (2001),,CITES_EU
polystigmaticum,SPECIES,,GENUS,12962,A,(Rchb.f.) Stein (1892),,CITES_EU
powellii,SPECIES,,GENUS,12962,A,Christenson (1996),,CITES_EU
pradhanii,SPECIES,,GENUS,12962,A,Pradhan (1979),,CITES_EU
schlechterianum,SPECIES,,GENUS,12962,A,O.Gruss (2013),,CITES_EU
shipwayae,SPECIES,,GENUS,12962,A,Rolfe (1898),,CITES_EU
sinovillosum,SPECIES,,GENUS,12962,A,Z.J.Liu & S.C.Chen (2004),,CITES_EU
tamphianum,SPECIES,,GENUS,12962,A,Aver. & O.Gruss (2016),,CITES_EU
undulatum,SPECIES,,GENUS,12962,A,Z.J.Liu & S.C.Chen (2009),,CITES_EU
vietenryanum,SPECIES,,GENUS,12962,A,O.Gruss & Petchl. (2002),,CITES_EU
wuliangshanicum,SPECIES,,GENUS,12962,A,"Z.J.Liu, O.Gruss & L.J.Chen (2011)",,CITES_EU
yingjiangense,SPECIES,,GENUS,12962,A,Z.J.Liu & S.C.Chen (2007),,CITES_EU
boesemani,SPECIES,,GENUS,68470,A,"Rosa, Carvalho & Almeida Wanderley, 2008",,CITES_EU
marinae,SPECIES,,GENUS,68470,A,"Deynat, 2006",,CITES_EU
schuhmacheri,SPECIES,,GENUS,68470,A,"Castex, 1964",,CITES_EU
tatianae,SPECIES,,GENUS,68470,A,"Silva & Carvalho, 2011",,CITES_EU
tigrina,SPECIES,,GENUS,68470,A,"Carvalho, Sabaj Perez & Lovejoy, 2011",,CITES_EU
