taxon_concept_id,Rank,GEO_entity,ISO Code 2,Reference IDs,Designation,Reference
6732,SPECIES,TERRITORY,MP,18787,CITES_EU,
8893,SPECIES,COUNTRY,PW,18787,CITES_EU,
3557,SPECIES,COUNTRY,PW,18787,CITES_EU,
7545,SPECIES,COUNTRY,PW,18787,CITES_EU,
11215,SPECIES,COUNTRY,PW,18787,CITES_EU,
10712,SPECIES,COUNTRY,PW,18787,CITES_EU,
8327,SPECIES,COUNTRY,PW,18787,CITES_EU,
6732,SPECIES,COUNTRY,PW,18787,CITES_EU,
8893,SPECIES,COUNTRY,PG,18787,CITES_EU,
3557,SPECIES,COUNTRY,PG,18787,CITES_EU,
7545,SPECIES,COUNTRY,PG,18787,CITES_EU,
11215,SPECIES,COUNTRY,PG,18787,CITES_EU,
10712,SPECIES,COUNTRY,PG,18787,CITES_EU,
8327,SPECIES,COUNTRY,PG,18787,CITES_EU,
68361,SPECIES,COUNTRY,PG,18787,CITES_EU,
6732,SPECIES,COUNTRY,PG,18787,CITES_EU,
8893,SPECIES,COUNTRY,PH,18787,CITES_EU,
7545,SPECIES,COUNTRY,PH,18787,CITES_EU,
11215,SPECIES,COUNTRY,PH,18787,CITES_EU,
10712,SPECIES,COUNTRY,PH,18787,CITES_EU,
8327,SPECIES,COUNTRY,PH,18787,CITES_EU,
68361,SPECIES,COUNTRY,PH,18787,CITES_EU,
6732,SPECIES,COUNTRY,PH,18787,CITES_EU,
8327,SPECIES,TERRITORY,PN,18787,CITES_EU,
6732,SPECIES,TERRITORY,PN,18787,CITES_EU,
8327,SPECIES,TERRITORY,RE,18787,CITES_EU,
6732,SPECIES,TERRITORY,RE,18787,CITES_EU,
8893,SPECIES,COUNTRY,WS,18787,CITES_EU,
11215,SPECIES,COUNTRY,WS,18787,CITES_EU,
10712,SPECIES,COUNTRY,WS,18787,CITES_EU,
8327,SPECIES,COUNTRY,WS,18787,CITES_EU,
68361,SPECIES,COUNTRY,WS,18787,CITES_EU,
6732,SPECIES,COUNTRY,WS,18787,CITES_EU,
8327,SPECIES,COUNTRY,SA,18787,CITES_EU,
6732,SPECIES,COUNTRY,SA,18787,CITES_EU,
7545,SPECIES,COUNTRY,SC,18787,CITES_EU,
8327,SPECIES,COUNTRY,SC,18787,CITES_EU,
6732,SPECIES,COUNTRY,SC,18787,CITES_EU,
8893,SPECIES,COUNTRY,SG,18787,CITES_EU,
7545,SPECIES,COUNTRY,SG,18787,CITES_EU,
10712,SPECIES,COUNTRY,SG,18787,CITES_EU,
8327,SPECIES,COUNTRY,SG,18787,CITES_EU,
6732,SPECIES,COUNTRY,SG,18787,CITES_EU,
8893,SPECIES,COUNTRY,SB,18787,CITES_EU,
7545,SPECIES,COUNTRY,SB,18787,CITES_EU,
11215,SPECIES,COUNTRY,SB,18787,CITES_EU,
10712,SPECIES,COUNTRY,SB,18787,CITES_EU,
8327,SPECIES,COUNTRY,SB,18787,CITES_EU,
68361,SPECIES,COUNTRY,SB,18787,CITES_EU,
6732,SPECIES,COUNTRY,SB,18787,CITES_EU,
8327,SPECIES,COUNTRY,ZA,18787,CITES_EU,
6732,SPECIES,COUNTRY,ZA,18787,CITES_EU,
8327,SPECIES,COUNTRY,LK,18787,CITES_EU,
6732,SPECIES,COUNTRY,LK,18787,CITES_EU,
8327,SPECIES,COUNTRY,SD,18787,CITES_EU,
6732,SPECIES,COUNTRY,SD,18787,CITES_EU,
7545,SPECIES,TERRITORY,TW,18787,CITES_EU,
11215,SPECIES,TERRITORY,TW,18787,CITES_EU,
8327,SPECIES,TERRITORY,TW,18787,CITES_EU,
68361,SPECIES,TERRITORY,TW,18787,CITES_EU,
6732,SPECIES,TERRITORY,TW,18787,CITES_EU,
7545,SPECIES,COUNTRY,TH,18787,CITES_EU,
8327,SPECIES,COUNTRY,TH,18787,CITES_EU,
6732,SPECIES,COUNTRY,TH,18787,CITES_EU,
7545,SPECIES,COUNTRY,TL,18787,CITES_EU,
10712,SPECIES,COUNTRY,TL,18787,CITES_EU,
68361,SPECIES,COUNTRY,TL,18787,CITES_EU,
8327,SPECIES,TERRITORY,TK,18787,CITES_EU,
6732,SPECIES,TERRITORY,TK,18787,CITES_EU,
8893,SPECIES,COUNTRY,TO,18787,CITES_EU,
11215,SPECIES,COUNTRY,TO,18787,CITES_EU,
8327,SPECIES,COUNTRY,TO,18787,CITES_EU,
7683,SPECIES,COUNTRY,TO,18787,CITES_EU,
6732,SPECIES,COUNTRY,TO,18787,CITES_EU,
8327,SPECIES,COUNTRY,TV,18787,CITES_EU,
6732,SPECIES,COUNTRY,TV,18787,CITES_EU,
8327,SPECIES,COUNTRY,TZ,18787,CITES_EU,
6732,SPECIES,COUNTRY,TZ,18787,CITES_EU,
8327,SPECIES,TERRITORY,UM,18787,CITES_EU,
8893,SPECIES,COUNTRY,VU,18787,CITES_EU,
7545,SPECIES,COUNTRY,VU,18787,CITES_EU,
11215,SPECIES,COUNTRY,VU,18787,CITES_EU,
10712,SPECIES,COUNTRY,VU,18787,CITES_EU,
8327,SPECIES,COUNTRY,VU,18787,CITES_EU,
68361,SPECIES,COUNTRY,VU,18787,CITES_EU,
6732,SPECIES,COUNTRY,VU,18787,CITES_EU,
7545,SPECIES,COUNTRY,VN,18787,CITES_EU,
8327,SPECIES,COUNTRY,VN,18787,CITES_EU,
6732,SPECIES,COUNTRY,VN,18787,CITES_EU,
8327,SPECIES,TERRITORY,WF,18787,CITES_EU,
68361,SPECIES,TERRITORY,WF,18787,CITES_EU,
6732,SPECIES,TERRITORY,WF,18787,CITES_EU,
8327,SPECIES,COUNTRY,YE,18787,CITES_EU,
6732,SPECIES,COUNTRY,YE,18787,CITES_EU,
68005,SPECIES,TERRITORY,SH,18788,CITES_EU,
98243,SPECIES,TERRITORY,SH,18788,CITES_EU,
11277,SPECIES,TERRITORY,SH,18788,CITES_EU,
68410,SPECIES,TERRITORY,SH,18788,CITES_EU,
6257,SPECIES,TERRITORY,SH,18788,CITES_EU,
6834,SPECIES,TERRITORY,SH,18788,CITES_EU,
68433,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68442,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68436,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68440,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68438,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68434,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68437,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68439,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68444,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68432,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68435,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68441,SPECIES,COUNTRY,NZ,14616,CITES_EU,
68443,SPECIES,COUNTRY,NZ,14616,CITES_EU,
98521,SPECIES,COUNTRY,CU,18789,CITES_EU,
98527,SPECIES,COUNTRY,CU,18789,CITES_EU,
98533,SPECIES,COUNTRY,CU,18789,CITES_EU,
98522,SPECIES,COUNTRY,CU,18789,CITES_EU,
98524,SPECIES,COUNTRY,CU,18789,CITES_EU,
98526,SPECIES,COUNTRY,CU,18789,CITES_EU,
98508,SPECIES,COUNTRY,CU,18789,CITES_EU,
98509,SPECIES,COUNTRY,CU,18789,CITES_EU,
98515,SPECIES,COUNTRY,CU,18789,CITES_EU,
98516,SPECIES,COUNTRY,CU,18789,CITES_EU,
98518,SPECIES,COUNTRY,CU,18789,CITES_EU,
98520,SPECIES,COUNTRY,CU,18789,CITES_EU,
98523,SPECIES,COUNTRY,CU,18789,CITES_EU,
98525,SPECIES,COUNTRY,CU,18789,CITES_EU,
98510,SPECIES,COUNTRY,CU,18789,CITES_EU,
98511,SPECIES,COUNTRY,CU,18789,CITES_EU,
98512,SPECIES,COUNTRY,CU,18789,CITES_EU,
98513,SPECIES,COUNTRY,CU,18789,CITES_EU,
98514,SPECIES,COUNTRY,CU,18789,CITES_EU,
99501,SPECIES,COUNTRY,JP,18790,CITES_EU,
99502,SPECIES,COUNTRY,JP,18790,CITES_EU,
99503,SPECIES,COUNTRY,JP,18790,CITES_EU,
99504,SPECIES,COUNTRY,JP,18790,CITES_EU,
99505,SPECIES,COUNTRY,JP,18790,CITES_EU,
68475,SPECIES,COUNTRY,BR,18791,CITES_EU,
99506,SPECIES,COUNTRY,LK,18792,CITES_EU,
99507,SPECIES,COUNTRY,LK,18792,CITES_EU,
99508,SPECIES,COUNTRY,LK,18792,CITES_EU,
99509,SPECIES,COUNTRY,LK,18792,CITES_EU,
98190,SPECIES,COUNTRY,LK,18792,CITES_EU,
98191,SPECIES,COUNTRY,LK,18792,CITES_EU,
99510,SPECIES,COUNTRY,LK,18793,CITES_EU,
99544,SPECIES,COUNTRY,AF,,CITES_EU,
99544,SPECIES,COUNTRY,AL,,CITES_EU,
99544,SPECIES,COUNTRY,DZ,,CITES_EU,
99544,SPECIES,COUNTRY,AL,,CITES_EU,
99544,SPECIES,COUNTRY,AT,,CITES_EU,
99544,SPECIES,COUNTRY,AZ,,CITES_EU,
99544,SPECIES,COUNTRY,BH,,CITES_EU,
99544,SPECIES,COUNTRY,BY,,CITES_EU,
99544,SPECIES,COUNTRY,BA,,CITES_EU,
99544,SPECIES,COUNTRY,BG,,CITES_EU,
99544,SPECIES,COUNTRY,BF,,CITES_EU,
99544,SPECIES,COUNTRY,CM,,CITES_EU,
99544,SPECIES,COUNTRY,CF,,CITES_EU,
99544,SPECIES,COUNTRY,TD,,CITES_EU,
99544,SPECIES,COUNTRY,CN,,CITES_EU,
99544,SPECIES,COUNTRY,HR,,CITES_EU,
99544,SPECIES,COUNTRY,CY,,CITES_EU,
99544,SPECIES,COUNTRY,CZ,,CITES_EU,
99544,SPECIES,COUNTRY,DK,,CITES_EU,
99544,SPECIES,COUNTRY,DJ,,CITES_EU,
99544,SPECIES,COUNTRY,EG,,CITES_EU,
99544,SPECIES,COUNTRY,ER,,CITES_EU,
99544,SPECIES,COUNTRY,EE,,CITES_EU,
99544,SPECIES,COUNTRY,ET,,CITES_EU,
99544,SPECIES,COUNTRY,FR,,CITES_EU,
99544,SPECIES,COUNTRY,GM,,CITES_EU,
99544,SPECIES,COUNTRY,GE,,CITES_EU,
99544,SPECIES,COUNTRY,DE,,CITES_EU,
99544,SPECIES,COUNTRY,GH,,CITES_EU,
99544,SPECIES,TERRITORY,GI,,CITES_EU,
99544,SPECIES,COUNTRY,GR,,CITES_EU,
99544,SPECIES,COUNTRY,HU,,CITES_EU,
99544,SPECIES,COUNTRY,IN,,CITES_EU,
99544,SPECIES,COUNTRY,IR,,CITES_EU,
99544,SPECIES,COUNTRY,IQ,,CITES_EU,
99544,SPECIES,COUNTRY,IL,,CITES_EU,
99544,SPECIES,COUNTRY,IT,,CITES_EU,
99544,SPECIES,COUNTRY,JO,,CITES_EU,
99544,SPECIES,COUNTRY,KZ,,CITES_EU,
99544,SPECIES,COUNTRY,KE,,CITES_EU,
99544,SPECIES,COUNTRY,KP,,CITES_EU,
99544,SPECIES,COUNTRY,KR,,CITES_EU,
99544,SPECIES,COUNTRY,KW,,CITES_EU,
99544,SPECIES,COUNTRY,KG,,CITES_EU,
99544,SPECIES,COUNTRY,LV,,CITES_EU,
99544,SPECIES,COUNTRY,LB,,CITES_EU,
99544,SPECIES,COUNTRY,LY,,CITES_EU,
99544,SPECIES,COUNTRY,LU,,CITES_EU,
99544,SPECIES,COUNTRY,ML,,CITES_EU,
99544,SPECIES,COUNTRY,MR,,CITES_EU,
99544,SPECIES,COUNTRY,MD,,CITES_EU,
99544,SPECIES,COUNTRY,MN,,CITES_EU,
99544,SPECIES,COUNTRY,ME,,CITES_EU,
99544,SPECIES,COUNTRY,MA,,CITES_EU,
99544,SPECIES,COUNTRY,NP,,CITES_EU,
99544,SPECIES,COUNTRY,NL,,CITES_EU,
99544,SPECIES,COUNTRY,NE,,CITES_EU,
99544,SPECIES,COUNTRY,MK,,CITES_EU,
99544,SPECIES,COUNTRY,OM,,CITES_EU,
99544,SPECIES,COUNTRY,PK,,CITES_EU,
99544,SPECIES,COUNTRY,PL,,CITES_EU,
99544,SPECIES,COUNTRY,PT,,CITES_EU,
99544,SPECIES,COUNTRY,QA,,CITES_EU,
99544,SPECIES,COUNTRY,RO,,CITES_EU,
99544,SPECIES,COUNTRY,RU,,CITES_EU,
99544,SPECIES,COUNTRY,SA,,CITES_EU,
99544,SPECIES,COUNTRY,SN,,CITES_EU,
99544,SPECIES,COUNTRY,RS,,CITES_EU,
99544,SPECIES,COUNTRY,SK,,CITES_EU,
99544,SPECIES,COUNTRY,SI,,CITES_EU,
99544,SPECIES,COUNTRY,SO,,CITES_EU,
99544,SPECIES,COUNTRY,ES,,CITES_EU,
99544,SPECIES,COUNTRY,SD,,CITES_EU,
99544,SPECIES,COUNTRY,SE,,CITES_EU,
99544,SPECIES,COUNTRY,CH,,CITES_EU,
99544,SPECIES,COUNTRY,SY,,CITES_EU,
99544,SPECIES,COUNTRY,TJ,,CITES_EU,
99544,SPECIES,COUNTRY,TG,,CITES_EU,
99544,SPECIES,COUNTRY,TN,,CITES_EU,
99544,SPECIES,COUNTRY,TM,,CITES_EU,
99544,SPECIES,COUNTRY,UA,,CITES_EU,
99544,SPECIES,COUNTRY,AE,,CITES_EU,
99544,SPECIES,COUNTRY,UZ,,CITES_EU,
99544,SPECIES,COUNTRY,YE,,CITES_EU,
99545,SPECIES,COUNTRY,AL,,CITES_EU,
99545,SPECIES,COUNTRY,DZ,,CITES_EU,
99545,SPECIES,COUNTRY,AD,,CITES_EU,
99545,SPECIES,COUNTRY,AM,,CITES_EU,
99545,SPECIES,COUNTRY,AT,,CITES_EU,
99545,SPECIES,COUNTRY,AZ,,CITES_EU,
99545,SPECIES,COUNTRY,BY,,CITES_EU,
99545,SPECIES,COUNTRY,BE,,CITES_EU,
99545,SPECIES,COUNTRY,BA,,CITES_EU,
99545,SPECIES,COUNTRY,BG,,CITES_EU,
99545,SPECIES,COUNTRY,HR,,CITES_EU,
99545,SPECIES,COUNTRY,CY,,CITES_EU,
99545,SPECIES,COUNTRY,CZ,,CITES_EU,
99545,SPECIES,COUNTRY,DK,,CITES_EU,
99545,SPECIES,COUNTRY,EG,,CITES_EU,
99545,SPECIES,COUNTRY,EE,,CITES_EU,
99545,SPECIES,COUNTRY,FI,,CITES_EU,
99545,SPECIES,COUNTRY,FR,,CITES_EU,
99545,SPECIES,COUNTRY,GE,,CITES_EU,
99545,SPECIES,COUNTRY,DE,,CITES_EU,
99545,SPECIES,TERRITORY,GI,,CITES_EU,
99545,SPECIES,COUNTRY,GR,,CITES_EU,
99545,SPECIES,COUNTRY,HU,,CITES_EU,
99545,SPECIES,COUNTRY,IR,,CITES_EU,
99545,SPECIES,COUNTRY,IQ,,CITES_EU,
99545,SPECIES,COUNTRY,IL,,CITES_EU,
99545,SPECIES,COUNTRY,IT,,CITES_EU,
99545,SPECIES,COUNTRY,JO,,CITES_EU,
99545,SPECIES,COUNTRY,KW,,CITES_EU,
99545,SPECIES,COUNTRY,LV,,CITES_EU,
99545,SPECIES,COUNTRY,LB,,CITES_EU,
99545,SPECIES,COUNTRY,LY,,CITES_EU,
99545,SPECIES,COUNTRY,LT,,CITES_EU,
99545,SPECIES,COUNTRY,LU,,CITES_EU,
99545,SPECIES,COUNTRY,MT,,CITES_EU,
99545,SPECIES,COUNTRY,MD,,CITES_EU,
99545,SPECIES,COUNTRY,MC,,CITES_EU,
99545,SPECIES,COUNTRY,ME,,CITES_EU,
99545,SPECIES,COUNTRY,MA,,CITES_EU,
99545,SPECIES,COUNTRY,NL,,CITES_EU,
99545,SPECIES,COUNTRY,MK,,CITES_EU,
99545,SPECIES,COUNTRY,NO,,CITES_EU,
99545,SPECIES,COUNTRY,PL,,CITES_EU,
99545,SPECIES,COUNTRY,PT,,CITES_EU,
99545,SPECIES,COUNTRY,RO,,CITES_EU,
99545,SPECIES,COUNTRY,RU,,CITES_EU,
99545,SPECIES,COUNTRY,SM,,CITES_EU,
99545,SPECIES,COUNTRY,RS,,CITES_EU,
99545,SPECIES,COUNTRY,SK,,CITES_EU,
99545,SPECIES,COUNTRY,SI,,CITES_EU,
99545,SPECIES,COUNTRY,ES,,CITES_EU,
99545,SPECIES,COUNTRY,SE,,CITES_EU,
99545,SPECIES,COUNTRY,CH,,CITES_EU,
99545,SPECIES,COUNTRY,SY,,CITES_EU,
99545,SPECIES,COUNTRY,TN,,CITES_EU,
99545,SPECIES,COUNTRY,TR,,CITES_EU,
99545,SPECIES,COUNTRY,TM,,CITES_EU,
99545,SPECIES,COUNTRY,UA,,CITES_EU,
99545,SPECIES,COUNTRY,GB,,CITES_EU,
99546,SPECIES,COUNTRY,AF,,CITES_EU,
99546,SPECIES,COUNTRY,AL,,CITES_EU,
99546,SPECIES,COUNTRY,DZ,,CITES_EU,
99546,SPECIES,COUNTRY,AM,,CITES_EU,
99546,SPECIES,COUNTRY,AZ,,CITES_EU,
99546,SPECIES,COUNTRY,BA,,CITES_EU,
99546,SPECIES,COUNTRY,BG,,CITES_EU,
99546,SPECIES,COUNTRY,HR,,CITES_EU,
99546,SPECIES,COUNTRY,CY,,CITES_EU,
99546,SPECIES,COUNTRY,EG,,CITES_EU,
99546,SPECIES,COUNTRY,FR,,CITES_EU,
99546,SPECIES,COUNTRY,GE,,CITES_EU,
99546,SPECIES,COUNTRY,GR,,CITES_EU,
99546,SPECIES,COUNTRY,IR,,CITES_EU,
99546,SPECIES,COUNTRY,IQ,,CITES_EU,
99546,SPECIES,COUNTRY,IL,,CITES_EU,
99546,SPECIES,COUNTRY,IT,,CITES_EU,
99546,SPECIES,COUNTRY,JO,,CITES_EU,
99546,SPECIES,COUNTRY,KZ,,CITES_EU,
99546,SPECIES,COUNTRY,KG,,CITES_EU,
99546,SPECIES,COUNTRY,LB,,CITES_EU,
99546,SPECIES,COUNTRY,LY,,CITES_EU,
99546,SPECIES,COUNTRY,MK,,CITES_EU,
99546,SPECIES,COUNTRY,MD,,CITES_EU,
99546,SPECIES,COUNTRY,ME,,CITES_EU,
99546,SPECIES,COUNTRY,MA,,CITES_EU,
99546,SPECIES,COUNTRY,PT,,CITES_EU,
99546,SPECIES,COUNTRY,RO,,CITES_EU,
99546,SPECIES,COUNTRY,RU,,CITES_EU,
99546,SPECIES,COUNTRY,RS,,CITES_EU,
99546,SPECIES,COUNTRY,SI,,CITES_EU,
99546,SPECIES,COUNTRY,ES,,CITES_EU,
99546,SPECIES,COUNTRY,SY,,CITES_EU,
99546,SPECIES,COUNTRY,TJ,,CITES_EU,
99546,SPECIES,COUNTRY,TN,,CITES_EU,
99546,SPECIES,COUNTRY,TR,,CITES_EU,
99546,SPECIES,COUNTRY,TM,,CITES_EU,
99546,SPECIES,COUNTRY,UA,,CITES_EU,
99546,SPECIES,COUNTRY,UZ,,CITES_EU,
99547,SPECIES,COUNTRY,AL,,CITES_EU,
99547,SPECIES,COUNTRY,AD,,CITES_EU,
99547,SPECIES,COUNTRY,AM,,CITES_EU,
99547,SPECIES,COUNTRY,AT,,CITES_EU,
99547,SPECIES,COUNTRY,AZ,,CITES_EU,
99547,SPECIES,COUNTRY,BY,,CITES_EU,
99547,SPECIES,COUNTRY,BE,,CITES_EU,
99547,SPECIES,COUNTRY,BA,,CITES_EU,
99547,SPECIES,COUNTRY,BG,,CITES_EU,
99547,SPECIES,COUNTRY,HR,,CITES_EU,
99547,SPECIES,COUNTRY,CY,,CITES_EU,
99547,SPECIES,COUNTRY,CZ,,CITES_EU,
99547,SPECIES,COUNTRY,DK,,CITES_EU,
99547,SPECIES,COUNTRY,EE,,CITES_EU,
99547,SPECIES,COUNTRY,FI,,CITES_EU,
99547,SPECIES,COUNTRY,FR,,CITES_EU,
99547,SPECIES,COUNTRY,GE,,CITES_EU,
99547,SPECIES,COUNTRY,DE,,CITES_EU,
99547,SPECIES,COUNTRY,GR,,CITES_EU,
99547,SPECIES,COUNTRY,HU,,CITES_EU,
99547,SPECIES,COUNTRY,IR,,CITES_EU,
99547,SPECIES,COUNTRY,IE,,CITES_EU,
99547,SPECIES,COUNTRY,IL,,CITES_EU,
99547,SPECIES,COUNTRY,IT,,CITES_EU,
99547,SPECIES,COUNTRY,JO,,CITES_EU,
99547,SPECIES,COUNTRY,KZ,,CITES_EU,
99547,SPECIES,COUNTRY,KG,,CITES_EU,
99547,SPECIES,COUNTRY,LV,,CITES_EU,
99547,SPECIES,COUNTRY,LI,,CITES_EU,
99547,SPECIES,COUNTRY,LT,,CITES_EU,
99547,SPECIES,COUNTRY,LU,,CITES_EU,
99547,SPECIES,COUNTRY,MK,,CITES_EU,
99547,SPECIES,COUNTRY,MD,,CITES_EU,
99547,SPECIES,COUNTRY,MN,,CITES_EU,
99547,SPECIES,COUNTRY,ME,,CITES_EU,
99547,SPECIES,COUNTRY,NL,,CITES_EU,
99547,SPECIES,COUNTRY,NO,,CITES_EU,
99547,SPECIES,COUNTRY,PL,,CITES_EU,
99547,SPECIES,COUNTRY,PT,,CITES_EU,
99547,SPECIES,COUNTRY,RO,,CITES_EU,
99547,SPECIES,COUNTRY,RU,,CITES_EU,
99547,SPECIES,COUNTRY,RS,,CITES_EU,
99547,SPECIES,COUNTRY,SK,,CITES_EU,
99547,SPECIES,COUNTRY,SI,,CITES_EU,
99547,SPECIES,COUNTRY,ES,,CITES_EU,
99547,SPECIES,COUNTRY,SE,,CITES_EU,
99547,SPECIES,COUNTRY,CH,,CITES_EU,
99547,SPECIES,COUNTRY,SY,,CITES_EU,
99547,SPECIES,COUNTRY,TR,,CITES_EU,
99547,SPECIES,COUNTRY,TM,,CITES_EU,
99547,SPECIES,COUNTRY,UA,,CITES_EU,
99547,SPECIES,COUNTRY,GB,,CITES_EU,
99547,SPECIES,COUNTRY,UZ,,CITES_EU,
99548,SPECIES,COUNTRY,AL,,CITES_EU,
99548,SPECIES,COUNTRY,DZ,,CITES_EU,
99548,SPECIES,COUNTRY,AD,,CITES_EU,
99548,SPECIES,COUNTRY,AM,,CITES_EU,
99548,SPECIES,COUNTRY,AT,,CITES_EU,
99548,SPECIES,COUNTRY,AZ,,CITES_EU,
99548,SPECIES,COUNTRY,BH,,CITES_EU,
99548,SPECIES,COUNTRY,BY,,CITES_EU,
99548,SPECIES,COUNTRY,BE,,CITES_EU,
99548,SPECIES,COUNTRY,BA,,CITES_EU,
99548,SPECIES,COUNTRY,BG,,CITES_EU,
99548,SPECIES,COUNTRY,CN,,CITES_EU,
99548,SPECIES,COUNTRY,HR,,CITES_EU,
99548,SPECIES,COUNTRY,CY,,CITES_EU,
99548,SPECIES,COUNTRY,CZ,,CITES_EU,
99548,SPECIES,COUNTRY,DK,,CITES_EU,
99548,SPECIES,COUNTRY,DJ,,CITES_EU,
99548,SPECIES,COUNTRY,EG,,CITES_EU,
99548,SPECIES,COUNTRY,ER,,CITES_EU,
99548,SPECIES,COUNTRY,EE,,CITES_EU,
99548,SPECIES,COUNTRY,ET,,CITES_EU,
99548,SPECIES,COUNTRY,FI,,CITES_EU,
99548,SPECIES,COUNTRY,FR,,CITES_EU,
99548,SPECIES,COUNTRY,GE,,CITES_EU,
99548,SPECIES,COUNTRY,DE,,CITES_EU,
99548,SPECIES,TERRITORY,GI,,CITES_EU,
99548,SPECIES,COUNTRY,GR,,CITES_EU,
99548,SPECIES,COUNTRY,GN,,CITES_EU,
99548,SPECIES,COUNTRY,HU,,CITES_EU,
99548,SPECIES,COUNTRY,IR,,CITES_EU,
99548,SPECIES,COUNTRY,IQ,,CITES_EU,
99548,SPECIES,COUNTRY,IE,,CITES_EU,
99548,SPECIES,COUNTRY,IL,,CITES_EU,
99548,SPECIES,COUNTRY,IT,,CITES_EU,
99548,SPECIES,COUNTRY,JO,,CITES_EU,
